C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/tadw_gpu.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/tadw_gpu.py;inside-file;1
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/tadw_gpu.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/graph.py;cross-file;6
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/tadw_gpu.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/deepwalk/graph.py;cross-file;3
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/tadw_gpu.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/node2vec.py;cross-file;1
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/gcn/train.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/gcn/models.py;cross-file;10
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/gcn/train.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/gcn/train.py;inside-file;2
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/gcn/train.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/gcn/gcnAPI.py;cross-file;11
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/walker.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/walker.py;inside-file;6
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/walker.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/deepwalk/graph.py;cross-file;11
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/tadw.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/graph.py;cross-file;6
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/tadw.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/tadw.py;inside-file;1
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/tadw.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/deepwalk/graph.py;cross-file;3
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/tadw.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/node2vec.py;cross-file;1
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/performTADW.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/walker.py;cross-file;4
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/performTADW.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/graph.py;cross-file;9
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/performTADW.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/performTADW.py;inside-file;1
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/performTADW.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/gcn/gcnAPI.py;cross-file;4
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/deepwalk/graph.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/deepwalk/graph.py;inside-file;11
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/node2vec.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/walker.py;cross-file;4
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/node2vec.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/deepwalk/graph.py;cross-file;2
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/deepwalk/deepwalk.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/deepwalk/graph.py;cross-file;2
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/deepwalk/deepwalk.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/deepwalk/deepwalk.py;inside-file;1
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/line.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/gcn/models.py;cross-file;2
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/line.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/graph.py;cross-file;2
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/line.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/deepwalk/graph.py;cross-file;7
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/line.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/node2vec.py;cross-file;1
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/line.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/classify.py;cross-file;1
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/line.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/line.py;inside-file;1
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/gcn/models.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/gcn/models.py;inside-file;3
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/gcn/models.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/gcn/gcnAPI.py;cross-file;2
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/deepbindiff.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/deepbindiff.py;inside-file;1
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/deepbindiff.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/node2vec.py;cross-file;2
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/graph.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/deepwalk/graph.py;cross-file;3
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/preprocessing.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/preprocessing.py;inside-file;5
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/gcn/gcnAPI.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/gcn/models.py;cross-file;10
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/gcn/gcnAPI.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/gcn/layers.py;cross-file;2
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/gcn/gcnAPI.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/graph.py;cross-file;4
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/gcn/gcnAPI.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/deepwalk/graph.py;cross-file;10
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/gcn/gcnAPI.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/gcn/gcnAPI.py;inside-file;3
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/grarep.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/graph.py;cross-file;2
C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/grarep.py;C:/Users/dingz/Downloads/ENRE-experiment/ENRE-experiment/test/DeepBinDiff_V2/src/libnrl/node2vec.py;cross-file;1
